split,topology,mask_id,Pigbt,Pfwd,h_value,h_normalized,n_instances,bytes,path
TrainData,Mask_HB_V3-0,144,150,100,6000,0.6000000238418579,6,245202,TrainData/Mask_HB_V3-0/144_Pigbt150_Pfwd100_h6000/data.h5
TrainData,Mask_HB_V3-0,144,150,150,2000,0.20000000298023224,6,244045,TrainData/Mask_HB_V3-0/144_Pigbt150_Pfwd150_h2000/data.h5
TrainData,Mask_HB_V3-0,144,150,150,8000,0.800000011920929,6,247059,TrainData/Mask_HB_V3-0/144_Pigbt150_Pfwd150_h8000/data.h5
TrainData,Mask_HB_V3-0,144,150,200,2000,0.20000000298023224,6,245439,TrainData/Mask_HB_V3-0/144_Pigbt150_Pfwd200_h2000/data.h5
TrainData,Mask_HB_V3-0,144,150,200,4000,0.4000000059604645,6,246360,TrainData/Mask_HB_V3-0/144_Pigbt150_Pfwd200_h4000/data.h5
TrainData,Mask_HB_V3-0,144,150,200,6000,0.6000000238418579,6,246308,TrainData/Mask_HB_V3-0/144_Pigbt150_Pfwd200_h6000/data.h5
TrainData,Mask_HB_V3-0,144,150,200,8000,0.800000011920929,6,246768,TrainData/Mask_HB_V3-0/144_Pigbt150_Pfwd200_h8000/data.h5
TrainData,Mask_HB_V3-0,144,250,100,2000,0.20000000298023224,6,246455,TrainData/Mask_HB_V3-0/144_Pigbt250_Pfwd100_h2000/data.h5
TrainData,Mask_HB_V3-0,144,250,100,4000,0.4000000059604645,6,246996,TrainData/Mask_HB_V3-0/144_Pigbt250_Pfwd100_h4000/data.h5
TrainData,Mask_HB_V3-0,144,250,150,2000,0.20000000298023224,6,247266,TrainData/Mask_HB_V3-0/144_Pigbt250_Pfwd150_h2000/data.h5
TrainData,Mask_HB_V3-0,144,250,150,4000,0.4000000059604645,6,247249,TrainData/Mask_HB_V3-0/144_Pigbt250_Pfwd150_h4000/data.h5
TrainData,Mask_HB_V3-0,144,250,150,6000,0.6000000238418579,6,246990,TrainData/Mask_HB_V3-0/144_Pigbt250_Pfwd150_h6000/data.h5
TrainData,Mask_HB_V3-0,144,250,150,8000,0.800000011920929,6,246877,TrainData/Mask_HB_V3-0/144_Pigbt250_Pfwd150_h8000/data.h5
TrainData,Mask_HB_V3-0,144,250,200,2000,0.20000000298023224,6,247413,TrainData/Mask_HB_V3-0/144_Pigbt250_Pfwd200_h2000/data.h5
TrainData,Mask_HB_V3-0,144,250,200,6000,0.6000000238418579,6,247696,TrainData/Mask_HB_V3-0/144_Pigbt250_Pfwd200_h6000/data.h5
TrainData,Mask_HB_V3-0,144,250,200,8000,0.800000011920929,6,247641,TrainData/Mask_HB_V3-0/144_Pigbt250_Pfwd200_h8000/data.h5
TrainData,Mask_HB_V3-0,144,350,100,2000,0.20000000298023224,6,248436,TrainData/Mask_HB_V3-0/144_Pigbt350_Pfwd100_h2000/data.h5
TrainData,Mask_HB_V3-0,144,350,100,4000,0.4000000059604645,6,248984,TrainData/Mask_HB_V3-0/144_Pigbt350_Pfwd100_h4000/data.h5
TrainData,Mask_HB_V3-0,144,350,100,6000,0.6000000238418579,6,247947,TrainData/Mask_HB_V3-0/144_Pigbt350_Pfwd100_h6000/data.h5
TrainData,Mask_HB_V3-0,144,350,150,2000,0.20000000298023224,6,246930,TrainData/Mask_HB_V3-0/144_Pigbt350_Pfwd150_h2000/data.h5
TrainData,Mask_HB_V3-0,144,350,150,4000,0.4000000059604645,6,248810,TrainData/Mask_HB_V3-0/144_Pigbt350_Pfwd150_h4000/data.h5
TrainData,Mask_HB_V3-0,144,350,150,6000,0.6000000238418579,6,247888,TrainData/Mask_HB_V3-0/144_Pigbt350_Pfwd150_h6000/data.h5
TrainData,Mask_HB_V3-0,144,350,150,8000,0.800000011920929,6,247932,TrainData/Mask_HB_V3-0/144_Pigbt350_Pfwd150_h8000/data.h5
TrainData,Mask_HB_V3-0,144,350,200,2000,0.20000000298023224,6,247571,TrainData/Mask_HB_V3-0/144_Pigbt350_Pfwd200_h2000/data.h5
TrainData,Mask_HB_V3-0,144,350,200,6000,0.6000000238418579,6,248688,TrainData/Mask_HB_V3-0/144_Pigbt350_Pfwd200_h6000/data.h5
TrainData,Mask_HB_V3-0,144,350,200,8000,0.800000011920929,6,248299,TrainData/Mask_HB_V3-0/144_Pigbt350_Pfwd200_h8000/data.h5
TrainData,Mask_HB_V3-0,144,450,100,2000,0.20000000298023224,6,248092,TrainData/Mask_HB_V3-0/144_Pigbt450_Pfwd100_h2000/data.h5
TrainData,Mask_HB_V3-0,144,450,100,4000,0.4000000059604645,6,249637,TrainData/Mask_HB_V3-0/144_Pigbt450_Pfwd100_h4000/data.h5
TrainData,Mask_HB_V3-0,144,450,100,6000,0.6000000238418579,6,249929,TrainData/Mask_HB_V3-0/144_Pigbt450_Pfwd100_h6000/data.h5
TrainData,Mask_HB_V3-0,144,450,150,2000,0.20000000298023224,6,248138,TrainData/Mask_HB_V3-0/144_Pigbt450_Pfwd150_h2000/data.h5
TrainData,Mask_HB_V3-0,144,450,150,6000,0.6000000238418579,6,250264,TrainData/Mask_HB_V3-0/144_Pigbt450_Pfwd150_h6000/data.h5
TrainData,Mask_HB_V3-0,144,450,150,8000,0.800000011920929,6,249654,TrainData/Mask_HB_V3-0/144_Pigbt450_Pfwd150_h8000/data.h5
TrainData,Mask_HB_V3-0,144,450,200,4000,0.4000000059604645,6,250233,TrainData/Mask_HB_V3-0/144_Pigbt450_Pfwd200_h4000/data.h5
TrainData,Mask_HB_V3-0,144,450,200,6000,0.6000000238418579,6,250829,TrainData/Mask_HB_V3-0/144_Pigbt450_Pfwd200_h6000/data.h5
TrainData,Mask_HB_V3-0,144,450,200,8000,0.800000011920929,6,250216,TrainData/Mask_HB_V3-0/144_Pigbt450_Pfwd200_h8000/data.h5
TrainData,Mask_HB_V3-0,147,150,100,4000,0.4000000059604645,6,244922,TrainData/Mask_HB_V3-0/147_Pigbt150_Pfwd100_h4000/data.h5
TrainData,Mask_HB_V3-0,147,150,100,8000,0.800000011920929,6,246980,TrainData/Mask_HB_V3-0/147_Pigbt150_Pfwd100_h8000/data.h5
TrainData,Mask_HB_V3-0,147,150,150,2000,0.20000000298023224,6,243496,TrainData/Mask_HB_V3-0/147_Pigbt150_Pfwd150_h2000/data.h5
TrainData,Mask_HB_V3-0,147,150,150,4000,0.4000000059604645,6,245675,TrainData/Mask_HB_V3-0/147_Pigbt150_Pfwd150_h4000/data.h5
TrainData,Mask_HB_V3-0,147,150,200,4000,0.4000000059604645,6,246464,TrainData/Mask_HB_V3-0/147_Pigbt150_Pfwd200_h4000/data.h5
TrainData,Mask_HB_V3-0,147,150,200,8000,0.800000011920929,6,246417,TrainData/Mask_HB_V3-0/147_Pigbt150_Pfwd200_h8000/data.h5
TrainData,Mask_HB_V3-0,147,250,100,2000,0.20000000298023224,6,246113,TrainData/Mask_HB_V3-0/147_Pigbt250_Pfwd100_h2000/data.h5
TrainData,Mask_HB_V3-0,147,250,100,8000,0.800000011920929,6,246510,TrainData/Mask_HB_V3-0/147_Pigbt250_Pfwd100_h8000/data.h5
TrainData,Mask_HB_V3-0,147,250,150,2000,0.20000000298023224,6,246835,TrainData/Mask_HB_V3-0/147_Pigbt250_Pfwd150_h2000/data.h5
TrainData,Mask_HB_V3-0,147,250,150,4000,0.4000000059604645,6,247294,TrainData/Mask_HB_V3-0/147_Pigbt250_Pfwd150_h4000/data.h5
TrainData,Mask_HB_V3-0,147,250,150,6000,0.6000000238418579,6,247004,TrainData/Mask_HB_V3-0/147_Pigbt250_Pfwd150_h6000/data.h5
TrainData,Mask_HB_V3-0,147,250,200,4000,0.4000000059604645,6,247736,TrainData/Mask_HB_V3-0/147_Pigbt250_Pfwd200_h4000/data.h5
TrainData,Mask_HB_V3-0,147,250,200,6000,0.6000000238418579,6,247468,TrainData/Mask_HB_V3-0/147_Pigbt250_Pfwd200_h6000/data.h5
TrainData,Mask_HB_V3-0,147,350,100,2000,0.20000000298023224,6,247737,TrainData/Mask_HB_V3-0/147_Pigbt350_Pfwd100_h2000/data.h5
TrainData,Mask_HB_V3-0,147,350,100,6000,0.6000000238418579,6,247986,TrainData/Mask_HB_V3-0/147_Pigbt350_Pfwd100_h6000/data.h5
TrainData,Mask_HB_V3-0,147,350,100,8000,0.800000011920929,6,247604,TrainData/Mask_HB_V3-0/147_Pigbt350_Pfwd100_h8000/data.h5
TrainData,Mask_HB_V3-0,147,350,150,2000,0.20000000298023224,6,246911,TrainData/Mask_HB_V3-0/147_Pigbt350_Pfwd150_h2000/data.h5
TrainData,Mask_HB_V3-0,147,350,150,4000,0.4000000059604645,6,248808,TrainData/Mask_HB_V3-0/147_Pigbt350_Pfwd150_h4000/data.h5
TrainData,Mask_HB_V3-0,147,350,150,6000,0.6000000238418579,6,248489,TrainData/Mask_HB_V3-0/147_Pigbt350_Pfwd150_h6000/data.h5
TrainData,Mask_HB_V3-0,147,350,200,2000,0.20000000298023224,6,247574,TrainData/Mask_HB_V3-0/147_Pigbt350_Pfwd200_h2000/data.h5
TrainData,Mask_HB_V3-0,147,350,200,4000,0.4000000059604645,6,248840,TrainData/Mask_HB_V3-0/147_Pigbt350_Pfwd200_h4000/data.h5
TrainData,Mask_HB_V3-0,147,350,200,8000,0.800000011920929,6,248218,TrainData/Mask_HB_V3-0/147_Pigbt350_Pfwd200_h8000/data.h5
TrainData,Mask_HB_V3-0,147,450,100,4000,0.4000000059604645,6,249207,TrainData/Mask_HB_V3-0/147_Pigbt450_Pfwd100_h4000/data.h5
TrainData,Mask_HB_V3-0,147,450,100,6000,0.6000000238418579,6,249593,TrainData/Mask_HB_V3-0/147_Pigbt450_Pfwd100_h6000/data.h5
TrainData,Mask_HB_V3-0,147,450,100,8000,0.800000011920929,6,249331,TrainData/Mask_HB_V3-0/147_Pigbt450_Pfwd100_h8000/data.h5
TrainData,Mask_HB_V3-0,147,450,150,4000,0.4000000059604645,6,249435,TrainData/Mask_HB_V3-0/147_Pigbt450_Pfwd150_h4000/data.h5
TrainData,Mask_HB_V3-0,147,450,150,6000,0.6000000238418579,6,249986,TrainData/Mask_HB_V3-0/147_Pigbt450_Pfwd150_h6000/data.h5
TrainData,Mask_HB_V3-0,147,450,150,8000,0.800000011920929,6,249570,TrainData/Mask_HB_V3-0/147_Pigbt450_Pfwd150_h8000/data.h5
TrainData,Mask_HB_V3-0,147,450,200,2000,0.20000000298023224,6,245368,TrainData/Mask_HB_V3-0/147_Pigbt450_Pfwd200_h2000/data.h5
TrainData,Mask_HB_V3-0,147,450,200,4000,0.4000000059604645,6,249504,TrainData/Mask_HB_V3-0/147_Pigbt450_Pfwd200_h4000/data.h5
TrainData,Mask_HB_V3-0,147,450,200,6000,0.6000000238418579,6,250531,TrainData/Mask_HB_V3-0/147_Pigbt450_Pfwd200_h6000/data.h5
TrainData,Mask_HB_V3-0,149,150,100,4000,0.4000000059604645,6,245201,TrainData/Mask_HB_V3-0/149_Pigbt150_Pfwd100_h4000/data.h5
TrainData,Mask_HB_V3-0,149,150,100,8000,0.800000011920929,6,246809,TrainData/Mask_HB_V3-0/149_Pigbt150_Pfwd100_h8000/data.h5
TrainData,Mask_HB_V3-0,149,150,150,4000,0.4000000059604645,6,245956,TrainData/Mask_HB_V3-0/149_Pigbt150_Pfwd150_h4000/data.h5
TrainData,Mask_HB_V3-0,149,150,150,6000,0.6000000238418579,6,245819,TrainData/Mask_HB_V3-0/149_Pigbt150_Pfwd150_h6000/data.h5
TrainData,Mask_HB_V3-0,149,150,150,8000,0.800000011920929,6,247357,TrainData/Mask_HB_V3-0/149_Pigbt150_Pfwd150_h8000/data.h5
TrainData,Mask_HB_V3-0,149,150,200,2000,0.20000000298023224,6,245890,TrainData/Mask_HB_V3-0/149_Pigbt150_Pfwd200_h2000/data.h5
TrainData,Mask_HB_V3-0,149,150,200,4000,0.4000000059604645,6,246570,TrainData/Mask_HB_V3-0/149_Pigbt150_Pfwd200_h4000/data.h5
TrainData,Mask_HB_V3-0,149,150,200,6000,0.6000000238418579,6,246342,TrainData/Mask_HB_V3-0/149_Pigbt150_Pfwd200_h6000/data.h5
TrainData,Mask_HB_V3-0,149,150,200,8000,0.800000011920929,6,247370,TrainData/Mask_HB_V3-0/149_Pigbt150_Pfwd200_h8000/data.h5
TrainData,Mask_HB_V3-0,149,250,100,2000,0.20000000298023224,6,246388,TrainData/Mask_HB_V3-0/149_Pigbt250_Pfwd100_h2000/data.h5
TrainData,Mask_HB_V3-0,149,250,100,4000,0.4000000059604645,6,246850,TrainData/Mask_HB_V3-0/149_Pigbt250_Pfwd100_h4000/data.h5
TrainData,Mask_HB_V3-0,149,250,100,8000,0.800000011920929,6,246700,TrainData/Mask_HB_V3-0/149_Pigbt250_Pfwd100_h8000/data.h5
TrainData,Mask_HB_V3-0,149,250,150,2000,0.20000000298023224,6,247412,TrainData/Mask_HB_V3-0/149_Pigbt250_Pfwd150_h2000/data.h5
TrainData,Mask_HB_V3-0,149,250,150,6000,0.6000000238418579,6,247234,TrainData/Mask_HB_V3-0/149_Pigbt250_Pfwd150_h6000/data.h5
TrainData,Mask_HB_V3-0,149,250,150,8000,0.800000011920929,6,247005,TrainData/Mask_HB_V3-0/149_Pigbt250_Pfwd150_h8000/data.h5
TrainData,Mask_HB_V3-0,149,250,200,6000,0.6000000238418579,6,247682,TrainData/Mask_HB_V3-0/149_Pigbt250_Pfwd200_h6000/data.h5
TrainData,Mask_HB_V3-0,149,250,200,8000,0.800000011920929,6,247445,TrainData/Mask_HB_V3-0/149_Pigbt250_Pfwd200_h8000/data.h5
TrainData,Mask_HB_V3-0,149,350,100,2000,0.20000000298023224,6,247813,TrainData/Mask_HB_V3-0/149_Pigbt350_Pfwd100_h2000/data.h5
TrainData,Mask_HB_V3-0,149,350,100,4000,0.4000000059604645,6,248914,TrainData/Mask_HB_V3-0/149_Pigbt350_Pfwd100_h4000/data.h5
TrainData,Mask_HB_V3-0,149,350,100,6000,0.6000000238418579,6,248265,TrainData/Mask_HB_V3-0/149_Pigbt350_Pfwd100_h6000/data.h5
TrainData,Mask_HB_V3-0,149,350,100,8000,0.800000011920929,6,247751,TrainData/Mask_HB_V3-0/149_Pigbt350_Pfwd100_h8000/data.h5
TrainData,Mask_HB_V3-0,149,350,150,4000,0.4000000059604645,6,249010,TrainData/Mask_HB_V3-0/149_Pigbt350_Pfwd150_h4000/data.h5
TrainData,Mask_HB_V3-0,149,350,200,4000,0.4000000059604645,6,249367,TrainData/Mask_HB_V3-0/149_Pigbt350_Pfwd200_h4000/data.h5
TrainData,Mask_HB_V3-0,149,350,200,6000,0.6000000238418579,6,249396,TrainData/Mask_HB_V3-0/149_Pigbt350_Pfwd200_h6000/data.h5
TrainData,Mask_HB_V3-0,149,350,200,8000,0.800000011920929,6,248783,TrainData/Mask_HB_V3-0/149_Pigbt350_Pfwd200_h8000/data.h5
TrainData,Mask_HB_V3-0,149,450,100,2000,0.20000000298023224,6,247845,TrainData/Mask_HB_V3-0/149_Pigbt450_Pfwd100_h2000/data.h5
TrainData,Mask_HB_V3-0,149,450,150,2000,0.20000000298023224,6,247978,TrainData/Mask_HB_V3-0/149_Pigbt450_Pfwd150_h2000/data.h5
TrainData,Mask_HB_V3-0,149,450,150,4000,0.4000000059604645,6,249642,TrainData/Mask_HB_V3-0/149_Pigbt450_Pfwd150_h4000/data.h5
TrainData,Mask_HB_V3-0,149,450,150,6000,0.6000000238418579,6,250254,TrainData/Mask_HB_V3-0/149_Pigbt450_Pfwd150_h6000/data.h5
TrainData,Mask_HB_V3-0,149,450,200,2000,0.20000000298023224,6,245332,TrainData/Mask_HB_V3-0/149_Pigbt450_Pfwd200_h2000/data.h5
TrainData,Mask_HB_V3-0,149,450,200,6000,0.6000000238418579,6,250734,TrainData/Mask_HB_V3-0/149_Pigbt450_Pfwd200_h6000/data.h5
TrainData,Mask_HB_V3-0,149,450,200,8000,0.800000011920929,6,250158,TrainData/Mask_HB_V3-0/149_Pigbt450_Pfwd200_h8000/data.h5
TrainData,Mask_HB_V3-0,150,150,100,2000,0.20000000298023224,6,243263,TrainData/Mask_HB_V3-0/150_Pigbt150_Pfwd100_h2000/data.h5
TrainData,Mask_HB_V3-0,150,150,100,4000,0.4000000059604645,6,245511,TrainData/Mask_HB_V3-0/150_Pigbt150_Pfwd100_h4000/data.h5
TrainData,Mask_HB_V3-0,150,150,100,6000,0.6000000238418579,6,245308,TrainData/Mask_HB_V3-0/150_Pigbt150_Pfwd100_h6000/data.h5
TrainData,Mask_HB_V3-0,150,150,100,8000,0.800000011920929,6,247504,TrainData/Mask_HB_V3-0/150_Pigbt150_Pfwd100_h8000/data.h5
TrainData,Mask_HB_V3-0,150,150,150,2000,0.20000000298023224,6,244347,TrainData/Mask_HB_V3-0/150_Pigbt150_Pfwd150_h2000/data.h5
TrainData,Mask_HB_V3-0,150,150,150,4000,0.4000000059604645,6,246352,TrainData/Mask_HB_V3-0/150_Pigbt150_Pfwd150_h4000/data.h5
TrainData,Mask_HB_V3-0,150,150,150,6000,0.6000000238418579,6,246251,TrainData/Mask_HB_V3-0/150_Pigbt150_Pfwd150_h6000/data.h5
TrainData,Mask_HB_V3-0,150,150,150,8000,0.800000011920929,6,246971,TrainData/Mask_HB_V3-0/150_Pigbt150_Pfwd150_h8000/data.h5
TrainData,Mask_HB_V3-0,150,150,200,2000,0.20000000298023224,6,246420,TrainData/Mask_HB_V3-0/150_Pigbt150_Pfwd200_h2000/data.h5
TrainData,Mask_HB_V3-0,150,150,200,4000,0.4000000059604645,6,247060,TrainData/Mask_HB_V3-0/150_Pigbt150_Pfwd200_h4000/data.h5
TrainData,Mask_HB_V3-0,150,150,200,6000,0.6000000238418579,6,246805,TrainData/Mask_HB_V3-0/150_Pigbt150_Pfwd200_h6000/data.h5
TrainData,Mask_HB_V3-0,150,150,200,8000,0.800000011920929,6,247258,TrainData/Mask_HB_V3-0/150_Pigbt150_Pfwd200_h8000/data.h5
TrainData,Mask_HB_V3-0,150,250,100,2000,0.20000000298023224,6,246826,TrainData/Mask_HB_V3-0/150_Pigbt250_Pfwd100_h2000/data.h5
TrainData,Mask_HB_V3-0,150,250,100,4000,0.4000000059604645,6,247251,TrainData/Mask_HB_V3-0/150_Pigbt250_Pfwd100_h4000/data.h5
TrainData,Mask_HB_V3-0,150,250,100,8000,0.800000011920929,6,246906,TrainData/Mask_HB_V3-0/150_Pigbt250_Pfwd100_h8000/data.h5
TrainData,Mask_HB_V3-0,150,250,150,2000,0.20000000298023224,6,247809,TrainData/Mask_HB_V3-0/150_Pigbt250_Pfwd150_h2000/data.h5
TrainData,Mask_HB_V3-0,150,250,150,4000,0.4000000059604645,6,247795,TrainData/Mask_HB_V3-0/150_Pigbt250_Pfwd150_h4000/data.h5
TrainData,Mask_HB_V3-0,150,250,150,6000,0.6000000238418579,6,247538,TrainData/Mask_HB_V3-0/150_Pigbt250_Pfwd150_h6000/data.h5
TrainData,Mask_HB_V3-0,150,250,150,8000,0.800000011920929,6,247272,TrainData/Mask_HB_V3-0/150_Pigbt250_Pfwd150_h8000/data.h5
TrainData,Mask_HB_V3-0,150,250,200,6000,0.6000000238418579,6,247984,TrainData/Mask_HB_V3-0/150_Pigbt250_Pfwd200_h6000/data.h5
TrainData,Mask_HB_V3-0,150,350,100,2000,0.20000000298023224,6,248613,TrainData/Mask_HB_V3-0/150_Pigbt350_Pfwd100_h2000/data.h5
TrainData,Mask_HB_V3-0,150,350,100,4000,0.4000000059604645,6,249019,TrainData/Mask_HB_V3-0/150_Pigbt350_Pfwd100_h4000/data.h5
TrainData,Mask_HB_V3-0,150,350,100,6000,0.6000000238418579,6,248154,TrainData/Mask_HB_V3-0/150_Pigbt350_Pfwd100_h6000/data.h5
TrainData,Mask_HB_V3-0,150,350,100,8000,0.800000011920929,6,248010,TrainData/Mask_HB_V3-0/150_Pigbt350_Pfwd100_h8000/data.h5
TrainData,Mask_HB_V3-0,150,350,150,2000,0.20000000298023224,6,247630,TrainData/Mask_HB_V3-0/150_Pigbt350_Pfwd150_h2000/data.h5
TrainData,Mask_HB_V3-0,150,350,150,6000,0.6000000238418579,6,248537,TrainData/Mask_HB_V3-0/150_Pigbt350_Pfwd150_h6000/data.h5
TrainData,Mask_HB_V3-0,150,350,150,8000,0.800000011920929,6,248442,TrainData/Mask_HB_V3-0/150_Pigbt350_Pfwd150_h8000/data.h5
TrainData,Mask_HB_V3-0,150,350,200,2000,0.20000000298023224,6,248120,TrainData/Mask_HB_V3-0/150_Pigbt350_Pfwd200_h2000/data.h5
TrainData,Mask_HB_V3-0,150,350,200,4000,0.4000000059604645,6,249626,TrainData/Mask_HB_V3-0/150_Pigbt350_Pfwd200_h4000/data.h5
TrainData,Mask_HB_V3-0,150,350,200,8000,0.800000011920929,6,248623,TrainData/Mask_HB_V3-0/150_Pigbt350_Pfwd200_h8000/data.h5
TrainData,Mask_HB_V3-0,150,450,100,2000,0.20000000298023224,6,248242,TrainData/Mask_HB_V3-0/150_Pigbt450_Pfwd100_h2000/data.h5
TrainData,Mask_HB_V3-0,150,450,150,2000,0.20000000298023224,6,248367,TrainData/Mask_HB_V3-0/150_Pigbt450_Pfwd150_h2000/data.h5
TrainData,Mask_HB_V3-0,150,450,150,4000,0.4000000059604645,6,250033,TrainData/Mask_HB_V3-0/150_Pigbt450_Pfwd150_h4000/data.h5
TrainData,Mask_HB_V3-0,150,450,150,6000,0.6000000238418579,6,250648,TrainData/Mask_HB_V3-0/150_Pigbt450_Pfwd150_h6000/data.h5
TrainData,Mask_HB_V3-0,150,450,200,4000,0.4000000059604645,6,250389,TrainData/Mask_HB_V3-0/150_Pigbt450_Pfwd200_h4000/data.h5
TrainData,Mask_HB_V3-0,150,450,200,6000,0.6000000238418579,6,251289,TrainData/Mask_HB_V3-0/150_Pigbt450_Pfwd200_h6000/data.h5
TrainData,Mask_HB_V3-0,150,450,200,8000,0.800000011920929,6,250576,TrainData/Mask_HB_V3-0/150_Pigbt450_Pfwd200_h8000/data.h5
TrainData,Mask_HB_V3-0,151,150,100,2000,0.20000000298023224,6,242676,TrainData/Mask_HB_V3-0/151_Pigbt150_Pfwd100_h2000/data.h5
TrainData,Mask_HB_V3-0,151,150,100,4000,0.4000000059604645,6,245076,TrainData/Mask_HB_V3-0/151_Pigbt150_Pfwd100_h4000/data.h5
TrainData,Mask_HB_V3-0,151,150,100,6000,0.6000000238418579,6,245302,TrainData/Mask_HB_V3-0/151_Pigbt150_Pfwd100_h6000/data.h5
TrainData,Mask_HB_V3-0,151,150,100,8000,0.800000011920929,6,247006,TrainData/Mask_HB_V3-0/151_Pigbt150_Pfwd100_h8000/data.h5
TrainData,Mask_HB_V3-0,151,150,150,2000,0.20000000298023224,6,243923,TrainData/Mask_HB_V3-0/151_Pigbt150_Pfwd150_h2000/data.h5
TrainData,Mask_HB_V3-0,151,150,150,6000,0.6000000238418579,6,246041,TrainData/Mask_HB_V3-0/151_Pigbt150_Pfwd150_h6000/data.h5
TrainData,Mask_HB_V3-0,151,150,150,8000,0.800000011920929,6,247025,TrainData/Mask_HB_V3-0/151_Pigbt150_Pfwd150_h8000/data.h5
TrainData,Mask_HB_V3-0,151,150,200,4000,0.4000000059604645,6,246693,TrainData/Mask_HB_V3-0/151_Pigbt150_Pfwd200_h4000/data.h5
TrainData,Mask_HB_V3-0,151,150,200,6000,0.6000000238418579,6,246608,TrainData/Mask_HB_V3-0/151_Pigbt150_Pfwd200_h6000/data.h5
TrainData,Mask_HB_V3-0,151,150,200,8000,0.800000011920929,6,247134,TrainData/Mask_HB_V3-0/151_Pigbt150_Pfwd200_h8000/data.h5
TrainData,Mask_HB_V3-0,151,250,100,2000,0.20000000298023224,6,246233,TrainData/Mask_HB_V3-0/151_Pigbt250_Pfwd100_h2000/data.h5
TrainData,Mask_HB_V3-0,151,250,100,4000,0.4000000059604645,6,246929,TrainData/Mask_HB_V3-0/151_Pigbt250_Pfwd100_h4000/data.h5
TrainData,Mask_HB_V3-0,151,250,100,6000,0.6000000238418579,6,246907,TrainData/Mask_HB_V3-0/151_Pigbt250_Pfwd100_h6000/data.h5
TrainData,Mask_HB_V3-0,151,250,100,8000,0.800000011920929,6,246655,TrainData/Mask_HB_V3-0/151_Pigbt250_Pfwd100_h8000/data.h5
TrainData,Mask_HB_V3-0,151,250,150,4000,0.4000000059604645,6,247388,TrainData/Mask_HB_V3-0/151_Pigbt250_Pfwd150_h4000/data.h5
TrainData,Mask_HB_V3-0,151,250,150,6000,0.6000000238418579,6,247166,TrainData/Mask_HB_V3-0/151_Pigbt250_Pfwd150_h6000/data.h5
TrainData,Mask_HB_V3-0,151,250,150,8000,0.800000011920929,6,247110,TrainData/Mask_HB_V3-0/151_Pigbt250_Pfwd150_h8000/data.h5
TrainData,Mask_HB_V3-0,151,250,200,2000,0.20000000298023224,6,246934,TrainData/Mask_HB_V3-0/151_Pigbt250_Pfwd200_h2000/data.h5
TrainData,Mask_HB_V3-0,151,250,200,6000,0.6000000238418579,6,247718,TrainData/Mask_HB_V3-0/151_Pigbt250_Pfwd200_h6000/data.h5
TrainData,Mask_HB_V3-0,151,350,100,2000,0.20000000298023224,6,247788,TrainData/Mask_HB_V3-0/151_Pigbt350_Pfwd100_h2000/data.h5
TrainData,Mask_HB_V3-0,151,350,100,4000,0.4000000059604645,6,248030,TrainData/Mask_HB_V3-0/151_Pigbt350_Pfwd100_h4000/data.h5
TrainData,Mask_HB_V3-0,151,350,100,8000,0.800000011920929,6,247818,TrainData/Mask_HB_V3-0/151_Pigbt350_Pfwd100_h8000/data.h5
TrainData,Mask_HB_V3-0,151,350,150,2000,0.20000000298023224,6,247470,TrainData/Mask_HB_V3-0/151_Pigbt350_Pfwd150_h2000/data.h5
TrainData,Mask_HB_V3-0,151,350,150,4000,0.4000000059604645,6,248424,TrainData/Mask_HB_V3-0/151_Pigbt350_Pfwd150_h4000/data.h5
TrainData,Mask_HB_V3-0,151,350,150,8000,0.800000011920929,6,248090,TrainData/Mask_HB_V3-0/151_Pigbt350_Pfwd150_h8000/data.h5
TrainData,Mask_HB_V3-0,151,350,200,2000,0.20000000298023224,6,247705,TrainData/Mask_HB_V3-0/151_Pigbt350_Pfwd200_h2000/data.h5
TrainData,Mask_HB_V3-0,151,350,200,6000,0.6000000238418579,6,248590,TrainData/Mask_HB_V3-0/151_Pigbt350_Pfwd200_h6000/data.h5
TrainData,Mask_HB_V3-0,151,350,200,8000,0.800000011920929,6,248423,TrainData/Mask_HB_V3-0/151_Pigbt350_Pfwd200_h8000/data.h5
TrainData,Mask_HB_V3-0,151,450,100,2000,0.20000000298023224,6,247688,TrainData/Mask_HB_V3-0/151_Pigbt450_Pfwd100_h2000/data.h5
TrainData,Mask_HB_V3-0,151,450,100,6000,0.6000000238418579,6,249465,TrainData/Mask_HB_V3-0/151_Pigbt450_Pfwd100_h6000/data.h5
TrainData,Mask_HB_V3-0,151,450,100,8000,0.800000011920929,6,248654,TrainData/Mask_HB_V3-0/151_Pigbt450_Pfwd100_h8000/data.h5
TrainData,Mask_HB_V3-0,151,450,150,2000,0.20000000298023224,6,247724,TrainData/Mask_HB_V3-0/151_Pigbt450_Pfwd150_h2000/data.h5
TrainData,Mask_HB_V3-0,151,450,150,6000,0.6000000238418579,6,250122,TrainData/Mask_HB_V3-0/151_Pigbt450_Pfwd150_h6000/data.h5
TrainData,Mask_HB_V3-0,151,450,200,2000,0.20000000298023224,6,245469,TrainData/Mask_HB_V3-0/151_Pigbt450_Pfwd200_h2000/data.h5
TrainData,Mask_HB_V3-0,151,450,200,4000,0.4000000059604645,6,249828,TrainData/Mask_HB_V3-0/151_Pigbt450_Pfwd200_h4000/data.h5
